,Date,Country,Confirmed,Recovered,Deaths,Active,New Cases,New Recovered,New Deaths
13752,2020-04-05,Gabon,21,1.0,1,19.0,0,0,0
9990,2020-03-16,Afghanistan,21,1.0,0,20.0,5,0,1
15287,2020-04-13,Mozambique,21,0.0,0,21.0,0,0,0
8777,2020-03-09,Ireland,21,0.0,0,21.0,2,0,0
15102,2020-04-12,Mozambique,21,0.0,0,21.0,1,0,0
7389,2020-03-01,United Arab Emirates,21,5.0,0,16.0,0,0,0
13763,2020-04-05,Haiti,21,1.0,1,19.0,1,1,0
14768,2020-04-10,Somalia,21,1.0,1,19.0,9,0,0
8283,2020-03-06,San Marino,21,0.0,1,20.0,0,0,0
9210,2020-03-11,Saudi Arabia,21,1.0,0,20.0,1,0,0
7745,2020-03-03,Sweden,21,0.0,0,21.0,6,0,0
9913,2020-03-15,Malta,21,1.0,0,20.0,3,0,0
15224,2020-04-13,Equatorial Guinea,21,4.0,0,17.0,0,0,1
10958,2020-03-21,Cuba,21,0.0,1,20.0,5,0,0
13532,2020-04-04,Burma,21,0.0,1,20.0,1,0,0
7594,2020-03-03,Austria,21,0.0,0,21.0,3,0,0
14343,2020-04-08,Libya,21,8.0,1,12.0,1,0,7
10225,2020-03-17,Dominican Republic,21,0.0,1,20.0,10,1,0
14953,2020-04-11,Somalia,21,1.0,1,19.0,0,0,0
7574,2020-03-02,United Arab Emirates,21,5.0,0,16.0,0,0,0
14805,2020-04-11,Antigua and Barbuda,21,0.0,2,19.0,2,0,0
10410,2020-03-18,Dominican Republic,21,0.0,1,20.0,0,0,0
8098,2020-03-05,San Marino,21,0.0,1,20.0,5,0,0
12961,2020-04-01,Bahamas,21,1.0,1,19.0,7,1,0
11215,2020-03-22,Montenegro,21,0.0,0,21.0,7,0,0
13717,2020-04-05,Burma,21,0.0,1,20.0,0,0,0
11555,2020-03-24,Jamaica,21,2.0,1,18.0,2,0,0
14990,2020-04-12,Antigua and Barbuda,21,0.0,2,19.0,0,0,0
12453,2020-03-29,Ethiopia,21,1.0,0,20.0,5,0,0
11539,2020-03-24,Guatemala,21,0.0,1,20.0,1,0,0
13197,2020-04-02,Gabon,21,0.0,1,20.0,3,0,0
7204,2020-02-29,United Arab Emirates,21,5.0,0,16.0,2,0,0
15039,2020-04-12,Equatorial Guinea,21,3.0,0,18.0,3,0,0
13567,2020-04-04,Gabon,21,1.0,1,19.0,0,0,0
7062,2020-02-29,Canada,20,0.0,0,20.0,6,0,0
7020,2020-02-28,UK,20,8.0,0,12.0,5,0,0
15461,2020-04-14,Maldives,20,16.0,0,4.0,0,0,2
1936,2020-02-01,Japan,20,1.0,0,19.0,5,0,0
16302,2020-04-19,Botswana,20,0.0,1,19.0,5,0,0
13669,2020-04-04,Tanzania,20,3.0,1,16.0,0,0,0
14732,2020-04-10,Mozambique,20,0.0,0,20.0,3,0,0
13347,2020-04-03,Burma,20,0.0,1,19.0,0,0,0
15276,2020-04-13,Maldives,20,14.0,0,6.0,0,0,0
4788,2020-02-16,Taiwan*,20,2.0,1,17.0,2,1,0
11637,2020-03-24,Togo,20,1.0,0,19.0,2,0,0
9025,2020-03-10,Saudi Arabia,20,1.0,0,19.0,5,0,1
8460,2020-03-07,Portugal,20,0.0,0,20.0,7,0,0
13484,2020-04-03,Tanzania,20,3.0,1,16.0,0,0,1
9018,2020-03-10,Russia,20,3.0,0,17.0,3,0,0
9203,2020-03-11,Russia,20,3.0,0,17.0,0,0,0
8533,2020-03-08,Brazil,20,0.0,0,20.0,7,0,0
13114,2020-04-01,Tanzania,20,1.0,1,18.0,1,0,0
13299,2020-04-02,Tanzania,20,2.0,1,17.0,0,0,1
8038,2020-03-05,Israel,20,1.0,0,19.0,5,0,0
16672,2020-04-21,Botswana,20,0.0,1,19.0,0,0,0
10481,2020-03-18,New Zealand,20,0.0,0,20.0,8,0,0
13578,2020-04-04,Haiti,20,1.0,0,19.0,2,0,0
13162,2020-04-02,Burma,20,0.0,1,19.0,5,0,0
11357,2020-03-23,Guyana,20,0.0,1,19.0,1,0,0
11354,2020-03-23,Guatemala,20,0.0,1,19.0,1,0,0
14917,2020-04-11,Mozambique,20,0.0,0,20.0,0,0,0
8697,2020-03-09,Algeria,20,0.0,0,20.0,1,0,0
8882,2020-03-10,Algeria,20,0.0,0,20.0,0,0,0
9067,2020-03-11,Algeria,20,0.0,0,20.0,0,0,0
16487,2020-04-20,Botswana,20,0.0,1,19.0,0,0,0
10386,2020-03-18,Burkina Faso,20,0.0,1,19.0,5,1,0
5634,2020-02-21,Italy,20,0.0,1,19.0,17,1,0
8828,2020-03-09,Philippines,20,1.0,1,18.0,10,0,0
9378,2020-03-12,Pakistan,20,2.0,0,18.0,1,0,0
10159,2020-03-16,Tunisia,20,0.0,0,20.0,2,0,0
10743,2020-03-20,Bangladesh,20,3.0,1,16.0,3,0,0
2121,2020-02-02,Japan,20,1.0,0,19.0,0,0,0
14158,2020-04-07,Libya,20,1.0,1,18.0,1,0,0
10761,2020-03-20,Cameroon,20,0.0,0,20.0,7,0,0
2306,2020-02-03,Japan,20,1.0,0,19.0,0,0,0
15091,2020-04-12,Maldives,20,14.0,0,6.0,1,0,1
14804,2020-04-11,Angola,19,4.0,2,13.0,0,0,2
9071,2020-03-11,Argentina,19,0.0,1,18.0,2,0,0
8370,2020-03-07,Czechia,19,0.0,0,19.0,1,0,0
10981,2020-03-21,Ghana,19,0.0,1,18.0,3,1,0
16446,2020-04-19,Timor-Leste,19,0.0,0,19.0,1,0,0
7019,2020-02-28,United Arab Emirates,19,5.0,0,14.0,6,0,1
14906,2020-04-11,Maldives,19,13.0,0,6.0,0,0,0
7296,2020-03-01,Iraq,19,0.0,0,19.0,6,0,0
16374,2020-04-19,Laos,19,0.0,0,19.0,0,0,0
4175,2020-02-13,Malaysia,19,3.0,0,16.0,1,0,0
2015,2020-02-01,Thailand,19,5.0,0,14.0,0,0,0
16189,2020-04-18,Laos,19,0.0,0,19.0,0,0,0
8875,2020-03-09,West Bank and Gaza,19,0.0,0,19.0,3,0,0
15079,2020-04-12,Laos,19,0.0,0,19.0,1,0,0
17484,2020-04-25,Laos,19,0.0,0,19.0,0,0,0
8774,2020-03-09,Indonesia,19,0.0,0,19.0,13,0,0
15143,2020-04-12,Sudan,19,2.0,2,15.0,0,0,0
2385,2020-02-03,Thailand,19,5.0,0,14.0,0,0,0
15729,2020-04-16,Angola,19,5.0,2,12.0,0,0,0
8512,2020-03-08,Algeria,19,0.0,0,19.0,2,0,0
15174,2020-04-13,Angola,19,4.0,2,13.0,0,0,0
14989,2020-04-12,Angola,19,4.0,2,13.0,0,0,0
8592,2020-03-08,Ireland,19,0.0,0,19.0,1,0,0
14958,2020-04-11,Sudan,19,2.0,2,15.0,2,0,0
12618,2020-03-30,Congo (Brazzaville),19,0.0,0,19.0,0,0,0
9562,2020-03-13,Oman,19,9.0,0,10.0,1,0,0
10935,2020-03-21,Bolivia,19,0.0,0,19.0,4,0,0
13973,2020-04-06,Libya,19,1.0,1,17.0,1,0,1
16559,2020-04-20,Laos,19,0.0,0,19.0,0,0,0
11169,2020-03-22,Guatemala,19,0.0,1,18.0,2,0,0
9351,2020-03-12,Luxembourg,19,0.0,0,19.0,12,0,0
15359,2020-04-14,Angola,19,5.0,2,12.0,0,0,1
9292,2020-03-12,Croatia,19,0.0,0,19.0,0,0,0
15914,2020-04-17,Angola,19,5.0,2,12.0,0,0,0
4360,2020-02-14,Malaysia,19,3.0,0,16.0,0,0,0
11758,2020-03-25,Madagascar,19,0.0,0,19.0,2,0,0
14435,2020-04-09,Antigua and Barbuda,19,0.0,2,17.0,0,0,0
14434,2020-04-09,Angola,19,2.0,2,15.0,0,0,0
14407,2020-04-08,Syria,19,0.0,2,17.0,0,0,0
16929,2020-04-22,Laos,19,0.0,0,19.0,0,0,0
9397,2020-03-12,Serbia,19,0.0,0,19.0,7,0,0
14536,2020-04-09,Maldives,19,13.0,0,6.0,0,0,0
14250,2020-04-08,Antigua and Barbuda,19,0.0,2,17.0,0,1,0
14249,2020-04-08,Angola,19,2.0,2,15.0,2,0,0
17114,2020-04-23,Laos,19,0.0,0,19.0,0,0,0
14222,2020-04-07,Syria,19,0.0,2,17.0,0,0,0
12263,2020-03-28,El Salvador,19,0.0,0,19.0,6,0,0
15819,2020-04-16,Laos,19,0.0,0,19.0,0,0,0
7341,2020-03-01,Norway,19,0.0,0,19.0,4,0,0
15449,2020-04-14,Laos,19,0.0,0,19.0,0,0,0
14166,2020-04-07,Maldives,19,13.0,0,6.0,0,0,0
9256,2020-03-12,Argentina,19,0.0,1,18.0,0,0,0
16744,2020-04-21,Laos,19,0.0,0,19.0,0,0,0
11172,2020-03-22,Guyana,19,0.0,1,18.0,12,0,0
12433,2020-03-29,Congo (Brazzaville),19,0.0,0,19.0,15,0,0
13981,2020-04-06,Maldives,19,13.0,0,6.0,0,0,0
1830,2020-01-31,Thailand,19,5.0,0,14.0,5,0,0
11185,2020-03-22,Jamaica,19,2.0,1,16.0,3,0,0
14777,2020-04-10,Syria,19,0.0,2,17.0,0,0,0
15264,2020-04-13,Laos,19,0.0,0,19.0,0,0,0
9107,2020-03-11,Croatia,19,0.0,0,19.0,5,0,0
11239,2020-03-22,Rwanda,19,0.0,0,19.0,2,0,0
14721,2020-04-10,Maldives,19,13.0,0,6.0,0,0,0
2200,2020-02-02,Thailand,19,5.0,0,14.0,0,0,0
16004,2020-04-17,Laos,19,0.0,0,19.0,0,0,0
14592,2020-04-09,Syria,19,0.0,2,17.0,0,0,0
14037,2020-04-06,Syria,19,0.0,2,17.0,0,0,0
17299,2020-04-24,Laos,19,0.0,0,19.0,0,0,0
11370,2020-03-23,Jamaica,19,2.0,1,16.0,0,0,0
14065,2020-04-07,Antigua and Barbuda,19,0.0,1,18.0,4,1,0
2680,2020-02-05,"Korea, South",19,0.0,0,19.0,3,0,0
9193,2020-03-11,Pakistan,19,2.0,0,17.0,3,0,1
14620,2020-04-10,Antigua and Barbuda,19,0.0,2,17.0,0,0,0
14619,2020-04-10,Angola,19,2.0,2,15.0,0,0,0
9511,2020-03-13,Hungary,19,0.0,0,19.0,6,0,0
13852,2020-04-05,Syria,19,0.0,2,17.0,3,0,0
14351,2020-04-08,Maldives,19,13.0,0,6.0,0,0,0
13022,2020-04-01,Guyana,19,0.0,2,17.0,7,0,0
12988,2020-04-01,Congo (Brazzaville),19,0.0,0,19.0,0,0,0
17793,2020-04-27,Central African Republic,19,10.0,0,9.0,0,0,0
17854,2020-04-27,Laos,19,0.0,0,19.0,0,0,0
13207,2020-04-02,Guyana,19,0.0,4,15.0,0,2,0
17669,2020-04-26,Laos,19,0.0,0,19.0,0,0,0
13241,2020-04-02,Maldives,19,13.0,0,6.0,0,0,0
13426,2020-04-03,Maldives,19,13.0,0,6.0,0,0,0
15634,2020-04-15,Laos,19,0.0,0,19.0,0,0,0
13611,2020-04-04,Maldives,19,13.0,0,6.0,0,0,0
15544,2020-04-15,Angola,19,5.0,2,12.0,0,0,0
12744,2020-03-30,Tanzania,19,1.0,0,18.0,5,0,0
9747,2020-03-14,Oman,19,9.0,0,10.0,0,0,0
17608,2020-04-26,Central African Republic,19,10.0,0,9.0,3,0,0
12929,2020-03-31,Tanzania,19,1.0,1,17.0,0,1,0
12803,2020-03-31,Congo (Brazzaville),19,0.0,0,19.0,0,0,0
13056,2020-04-01,Maldives,19,13.0,0,6.0,1,0,0
13796,2020-04-05,Maldives,19,13.0,0,6.0,0,0,0
16482,2020-04-20,Belize,18,2.0,2,14.0,0,0,0
17407,2020-04-25,Belize,18,5.0,2,11.0,0,0,0
16709,2020-04-21,Fiji,18,3.0,0,15.0,0,0,0
15187,2020-04-13,Belize,18,0.0,2,16.0,4,0,0
17222,2020-04-24,Belize,18,5.0,2,11.0,0,0,0
17592,2020-04-26,Belize,18,5.0,2,11.0,0,0,0
9627,2020-03-14,Armenia,18,0.0,0,18.0,10,0,0
13946,2020-04-06,Guinea-Bissau,18,0.0,0,18.0,0,0,0
2370,2020-02-03,Singapore,18,0.0,0,18.0,0,0,0
3620,2020-02-10,Malaysia,18,1.0,0,17.0,2,0,0
3493,2020-02-09,Taiwan*,18,1.0,0,17.0,1,0,0
9377,2020-03-12,Oman,18,9.0,0,9.0,0,0,0
14854,2020-04-11,Equatorial Guinea,18,3.0,0,15.0,0,0,0
4603,2020-02-15,Taiwan*,18,2.0,0,16.0,0,0,0
15742,2020-04-16,Belize,18,0.0,2,16.0,0,0,0
17037,2020-04-23,Belize,18,5.0,2,11.0,0,0,3
9962,2020-03-15,Sri Lanka,18,1.0,0,17.0,8,0,0
7520,2020-03-02,Netherlands,18,0.0,0,18.0,8,0,0
4418,2020-02-14,Taiwan*,18,2.0,0,16.0,0,0,1
13393,2020-04-03,Haiti,18,1.0,0,17.0,2,0,0
13761,2020-04-05,Guinea-Bissau,18,0.0,0,18.0,0,0,0
8407,2020-03-07,Ireland,18,0.0,0,18.0,0,0,0
8222,2020-03-06,Ireland,18,0.0,0,18.0,12,0,0
14299,2020-04-08,Equatorial Guinea,18,3.0,0,15.0,2,0,0
11046,2020-03-21,Paraguay,18,0.0,1,17.0,5,1,0
4048,2020-02-12,Taiwan*,18,1.0,0,17.0,0,0,0
12871,2020-03-31,Maldives,18,13.0,0,5.0,1,0,0
16894,2020-04-22,Fiji,18,8.0,0,10.0,0,0,5
3990,2020-02-12,Malaysia,18,3.0,0,15.0,0,0,0
17828,2020-04-27,Grenada,18,0.0,0,18.0,0,0,0
10160,2020-03-16,Turkey,18,0.0,0,18.0,12,0,0
16261,2020-04-18,Timor-Leste,18,0.0,0,18.0,0,0,0
3805,2020-02-11,Malaysia,18,3.0,0,15.0,0,0,2
16297,2020-04-19,Belize,18,2.0,2,14.0,0,0,2
15019,2020-04-12,Chad,18,2.0,0,16.0,7,0,0
9789,2020-03-14,Tunisia,18,0.0,0,18.0,2,0,0
16524,2020-04-20,Fiji,18,3.0,0,15.0,1,0,3
13576,2020-04-04,Guinea-Bissau,18,0.0,0,18.0,3,0,0
11854,2020-03-26,Barbados,18,0.0,0,18.0,0,0,0
9728,2020-03-14,Malta,18,1.0,0,17.0,6,0,0
16667,2020-04-21,Belize,18,2.0,2,14.0,0,0,0
10769,2020-03-20,Congo (Kinshasa),18,0.0,0,18.0,4,0,0
12443,2020-03-29,Djibouti,18,0.0,0,18.0,4,0,0
15891,2020-04-16,Timor-Leste,18,0.0,0,18.0,10,0,0
11484,2020-03-24,Barbados,18,0.0,0,18.0,1,0,0
9974,2020-03-15,Tunisia,18,0.0,0,18.0,0,0,0
12502,2020-03-29,Mali,18,0.0,1,17.0,0,1,0
7191,2020-02-29,Switzerland,18,0.0,0,18.0,10,0,0
4233,2020-02-13,Taiwan*,18,1.0,0,17.0,0,0,0
9641,2020-03-14,Bosnia and Herzegovina,18,0.0,0,18.0,5,0,0
13012,2020-04-01,Gabon,18,0.0,1,17.0,2,0,0
15372,2020-04-14,Belize,18,0.0,2,16.0,0,0,0
17819,2020-04-27,Fiji,18,12.0,0,6.0,0,0,0
17264,2020-04-24,Fiji,18,10.0,0,8.0,0,0,2
12518,2020-03-29,Niger,18,0.0,1,17.0,8,0,0
12317,2020-03-28,Mali,18,0.0,0,18.0,7,0,0
2185,2020-02-02,Singapore,18,0.0,0,18.0,2,0,0
14669,2020-04-10,Equatorial Guinea,18,3.0,0,15.0,0,0,0
16112,2020-04-18,Belize,18,0.0,2,16.0,0,0,0
12628,2020-03-30,Djibouti,18,0.0,0,18.0,0,0,0
13788,2020-04-05,Libya,18,0.0,1,17.0,0,0,0
3863,2020-02-11,Taiwan*,18,1.0,0,17.0,0,0,0
13603,2020-04-04,Libya,18,0.0,1,17.0,7,0,0
16754,2020-04-21,Malawi,18,3.0,2,13.0,1,0,0
17777,2020-04-27,Belize,18,6.0,2,10.0,0,0,1
16076,2020-04-17,Timor-Leste,18,0.0,0,18.0,0,0,0
8504,2020-03-07,Vietnam,18,16.0,0,2.0,2,0,0
15927,2020-04-17,Belize,18,0.0,2,16.0,0,0,0
14484,2020-04-09,Equatorial Guinea,18,3.0,0,15.0,0,0,0
17458,2020-04-25,Grenada,18,0.0,0,18.0,3,0,0
5630,2020-02-21,Iran,18,0.0,4,14.0,13,2,0
15557,2020-04-15,Belize,18,0.0,2,16.0,0,0,0
7409,2020-03-02,Austria,18,0.0,0,18.0,4,0,0
11452,2020-03-23,Togo,18,1.0,0,17.0,2,0,0
8185,2020-03-06,Czechia,18,0.0,0,18.0,6,0,0
14894,2020-04-11,Laos,18,0.0,0,18.0,2,0,0
3678,2020-02-10,Taiwan*,18,1.0,0,17.0,0,0,0
9007,2020-03-10,Oman,18,9.0,0,9.0,2,0,7
17079,2020-04-23,Fiji,18,8.0,0,10.0,0,0,0
11669,2020-03-25,Barbados,18,0.0,0,18.0,0,0,0
16852,2020-04-22,Belize,18,2.0,2,14.0,0,0,0
17449,2020-04-25,Fiji,18,10.0,0,8.0,0,0,0
9192,2020-03-11,Oman,18,9.0,0,9.0,0,0,0
17643,2020-04-26,Grenada,18,0.0,0,18.0,0,0,0
17634,2020-04-26,Fiji,18,12.0,0,6.0,0,0,2
10115,2020-03-16,North Macedonia,18,1.0,0,17.0,4,0,0
6536,2020-02-26,France,18,11.0,2,5.0,4,1,0
8831,2020-03-09,Qatar,18,0.0,0,18.0,3,0,0
16339,2020-04-19,Fiji,17,0.0,0,17.0,0,0,0
10090,2020-03-16,Lithuania,17,1.0,0,16.0,5,0,0
8327,2020-03-07,Algeria,17,0.0,0,17.0,0,0,0
10869,2020-03-20,Rwanda,17,0.0,0,17.0,9,0,0
9486,2020-03-13,Ecuador,17,0.0,0,17.0,0,0,0
14064,2020-04-07,Angola,17,2.0,2,13.0,1,0,0
15354,2020-04-13,Zimbabwe,17,0.0,3,14.0,3,0,0
8142,2020-03-06,Algeria,17,0.0,0,17.0,5,0,0
8833,2020-03-09,Russia,17,3.0,0,14.0,0,0,0
15539,2020-04-14,Zimbabwe,17,0.0,3,14.0,0,0,0
9404,2020-03-12,South Africa,17,0.0,0,17.0,4,0,0
9530,2020-03-13,Latvia,17,1.0,0,16.0,7,0,0
6355,2020-02-25,Germany,17,14.0,0,3.0,1,0,0
12686,2020-03-30,Maldives,17,13.0,0,4.0,0,0,0
9301,2020-03-12,Ecuador,17,0.0,0,17.0,0,0,0
12501,2020-03-29,Maldives,17,13.0,0,4.0,1,0,4
8648,2020-03-08,Russia,17,3.0,0,14.0,4,0,1
14773,2020-04-10,Sudan,17,2.0,2,13.0,2,0,0
15969,2020-04-17,Fiji,17,0.0,0,17.0,0,0,0
15784,2020-04-16,Fiji,17,0.0,0,17.0,1,0,0
16014,2020-04-17,Malawi,17,3.0,2,12.0,1,0,3
3308,2020-02-08,Taiwan*,17,1.0,0,16.0,1,0,0
11299,2020-03-23,Barbados,17,0.0,0,17.0,3,0,0
15284,2020-04-13,Mongolia,17,4.0,0,13.0,1,0,0
14547,2020-04-09,Mozambique,17,0.0,0,17.0,0,0,0
10558,2020-03-19,Bangladesh,17,3.0,1,13.0,3,0,0
8886,2020-03-10,Argentina,17,0.0,1,16.0,5,0,0
10168,2020-03-16,Venezuela,17,0.0,0,17.0,7,0,0
9736,2020-03-14,Morocco,17,1.0,1,15.0,10,0,0
11054,2020-03-21,Rwanda,17,0.0,0,17.0,0,0,0
10077,2020-03-16,Jordan,17,1.0,0,16.0,9,0,0
10984,2020-03-21,Guatemala,17,0.0,1,16.0,5,0,0
11573,2020-03-24,Madagascar,17,0.0,0,17.0,5,0,0
14362,2020-04-08,Mozambique,17,0.0,0,17.0,7,0,0
16384,2020-04-19,Malawi,17,3.0,2,12.0,0,0,0
9116,2020-03-11,Ecuador,17,0.0,0,17.0,2,0,0
16154,2020-04-18,Fiji,17,0.0,0,17.0,0,0,0
16199,2020-04-18,Malawi,17,3.0,2,12.0,0,0,0
16569,2020-04-20,Malawi,17,3.0,2,12.0,0,0,0
12131,2020-03-27,Maldives,16,9.0,0,7.0,3,0,1
8452,2020-03-07,Oman,16,2.0,0,14.0,0,0,0
11000,2020-03-21,Jamaica,16,2.0,1,13.0,0,0,0
4875,2020-02-17,Germany,16,1.0,0,15.0,0,0,0
14664,2020-04-10,Dominica,16,5.0,0,11.0,1,0,4
4505,2020-02-15,Germany,16,1.0,0,15.0,0,0,0
17323,2020-04-24,Namibia,16,7.0,0,9.0,0,0,0
5174,2020-02-18,Vietnam,16,7.0,0,9.0,0,0,0
3950,2020-02-12,Germany,16,0.0,0,16.0,0,0,0
8637,2020-03-08,Oman,16,2.0,0,14.0,0,0,0
7394,2020-03-01,Vietnam,16,16.0,0,0.0,0,0,0
16768,2020-04-21,Namibia,16,6.0,0,10.0,0,0,0
13808,2020-04-05,Namibia,16,3.0,0,13.0,2,0,0
10773,2020-03-20,Cuba,16,0.0,1,15.0,5,0,0
10815,2020-03-20,Jamaica,16,2.0,1,13.0,1,0,0
12083,2020-03-27,Ethiopia,16,0.0,0,16.0,4,0,0
4320,2020-02-14,Germany,16,1.0,0,15.0,0,0,0
10796,2020-03-20,Ghana,16,0.0,0,16.0,5,0,0
8662,2020-03-08,Slovenia,16,0.0,0,16.0,9,0,0
3123,2020-02-07,Taiwan*,16,1.0,0,15.0,0,0,0
14363,2020-04-08,Namibia,16,3.0,0,13.0,0,0,0
13744,2020-04-05,Equatorial Guinea,16,1.0,0,15.0,0,0,0
15829,2020-04-16,Malawi,16,0.0,2,14.0,0,0,0
16514,2020-04-20,Dominica,16,8.0,0,8.0,0,0,0
17624,2020-04-26,Dominica,16,13.0,0,3.0,0,0,0
8134,2020-03-05,Vietnam,16,16.0,0,0.0,0,0,0
6469,2020-02-25,Vietnam,16,16.0,0,0.0,0,0,2
14548,2020-04-09,Namibia,16,3.0,0,13.0,0,0,0
16953,2020-04-22,Namibia,16,6.0,0,10.0,0,0,0
15774,2020-04-16,Dominica,16,8.0,0,8.0,0,0,0
3435,2020-02-09,Malaysia,16,1.0,0,15.0,0,0,0
8690,2020-03-08,West Bank and Gaza,16,0.0,0,16.0,0,0,0
14359,2020-04-08,Mongolia,16,4.0,0,12.0,1,0,0
15644,2020-04-15,Malawi,16,0.0,2,14.0,0,0,0
11374,2020-03-23,Kenya,16,0.0,0,16.0,1,0,0
15843,2020-04-16,Namibia,16,4.0,0,12.0,0,0,1
12827,2020-03-31,Gabon,16,0.0,1,15.0,9,0,0
15229,2020-04-13,Fiji,16,0.0,0,16.0,0,0,0
2938,2020-02-06,Taiwan*,16,1.0,0,15.0,5,0,1
15459,2020-04-14,Malawi,16,0.0,2,14.0,0,0,0
14544,2020-04-09,Mongolia,16,4.0,0,12.0,0,0,0
11082,2020-03-21,Togo,16,1.0,0,15.0,7,0,0
14849,2020-04-11,Dominica,16,5.0,0,11.0,0,0,0
5985,2020-02-23,Germany,16,14.0,0,2.0,0,0,0
8082,2020-03-05,Oman,16,2.0,0,14.0,1,0,0
14674,2020-04-10,Fiji,16,0.0,0,16.0,1,0,0
14859,2020-04-11,Fiji,16,0.0,0,16.0,0,0,0
15288,2020-04-13,Namibia,16,3.0,0,13.0,0,0,0
13482,2020-04-03,Syria,16,0.0,2,14.0,0,0,0
5615,2020-02-21,Germany,16,14.0,0,2.0,0,0,2
13523,2020-04-04,Benin,16,2.0,0,14.0,0,0,0
13297,2020-04-02,Syria,16,0.0,2,14.0,6,0,0
11378,2020-03-23,Kyrgyzstan,16,0.0,0,16.0,2,0,0
9401,2020-03-12,Slovakia,16,0.0,0,16.0,6,0,0
15599,2020-04-15,Fiji,16,0.0,0,16.0,0,0,0
7949,2020-03-04,Vietnam,16,16.0,0,0.0,0,0,0
15219,2020-04-13,Dominica,16,8.0,0,8.0,0,0,0
17878,2020-04-27,Namibia,16,8.0,0,8.0,0,0,0
15414,2020-04-14,Fiji,16,0.0,0,16.0,0,0,0
7913,2020-03-04,San Marino,16,0.0,1,15.0,6,0,0
9805,2020-03-15,Afghanistan,16,0.0,0,16.0,5,0,0
12023,2020-03-26,Zambia,16,0.0,0,16.0,4,0,0
14178,2020-04-07,Namibia,16,3.0,0,13.0,0,0,0
17053,2020-04-23,Central African Republic,16,10.0,0,6.0,2,0,0
12268,2020-03-28,Ethiopia,16,1.0,0,15.0,0,0,1
17069,2020-04-23,Dominica,16,9.0,0,7.0,0,0,0
15959,2020-04-17,Dominica,16,8.0,0,8.0,0,0,0
14114,2020-04-07,Equatorial Guinea,16,3.0,0,13.0,0,0,0
15844,2020-04-16,Nepal,16,2.0,0,14.0,0,0,1
15782,2020-04-16,Eswatini,16,8.0,1,7.0,1,1,0
4619,2020-02-15,Vietnam,16,7.0,0,9.0,0,0,0
7209,2020-02-29,Vietnam,16,16.0,0,0.0,0,0,0
15474,2020-04-14,Nepal,16,1.0,0,15.0,2,0,0
17254,2020-04-24,Dominica,16,10.0,0,6.0,0,0,1
15473,2020-04-14,Namibia,16,3.0,0,13.0,0,0,0
5544,2020-02-20,Vietnam,16,7.0,0,9.0,0,0,0
7579,2020-03-02,Vietnam,16,16.0,0,0.0,0,0,0
12316,2020-03-28,Maldives,16,9.0,0,7.0,0,0,0
14914,2020-04-11,Mongolia,16,4.0,0,12.0,0,0,0
4434,2020-02-14,Vietnam,16,7.0,0,9.0,0,0,0
17138,2020-04-23,Namibia,16,7.0,0,9.0,0,0,1
5245,2020-02-19,Germany,16,12.0,0,4.0,0,0,0
17238,2020-04-24,Central African Republic,16,10.0,0,6.0,0,0,0
5430,2020-02-20,Germany,16,12.0,0,4.0,0,0,0
16398,2020-04-19,Namibia,16,6.0,0,10.0,0,0,0
9008,2020-03-10,Pakistan,16,1.0,0,15.0,10,0,0
13338,2020-04-03,Benin,16,2.0,0,14.0,3,0,1
15404,2020-04-14,Dominica,16,8.0,0,8.0,0,0,0
16329,2020-04-19,Dominica,16,8.0,0,8.0,0,0,0
8505,2020-03-07,West Bank and Gaza,16,0.0,0,16.0,9,0,0
5800,2020-02-22,Germany,16,14.0,0,2.0,0,0,0
6099,2020-02-23,Vietnam,16,14.0,0,2.0,0,0,0
14918,2020-04-11,Namibia,16,3.0,0,13.0,0,0,0
15589,2020-04-15,Dominica,16,8.0,0,8.0,0,0,0
8319,2020-03-06,Vietnam,16,16.0,0,0.0,0,0,0
2495,2020-02-04,"Korea, South",16,0.0,0,16.0,1,0,0
6170,2020-02-24,Germany,16,14.0,0,2.0,0,0,0
15103,2020-04-12,Namibia,16,3.0,0,13.0,0,0,0
14524,2020-04-09,Laos,16,0.0,0,16.0,1,0,0
3765,2020-02-11,Germany,16,0.0,0,16.0,2,0,0
13208,2020-04-02,Haiti,16,1.0,0,15.0,0,0,0
14733,2020-04-10,Namibia,16,3.0,0,13.0,0,0,0
8847,2020-03-09,Slovenia,16,0.0,0,16.0,0,0,0
4249,2020-02-13,Vietnam,16,7.0,0,9.0,1,0,1
5729,2020-02-21,Vietnam,16,14.0,0,2.0,0,0,7
4804,2020-02-16,Vietnam,16,7.0,0,9.0,0,0,0
9306,2020-03-12,Estonia,16,0.0,0,16.0,0,0,0
9604,2020-03-13,Tunisia,16,0.0,0,16.0,9,0,0
17693,2020-04-26,Namibia,16,8.0,0,8.0,0,0,1
16699,2020-04-21,Dominica,16,8.0,0,8.0,0,0,0
17423,2020-04-25,Central African Republic,16,10.0,0,6.0,0,0,0
6284,2020-02-24,Vietnam,16,14.0,0,2.0,0,0,0
4690,2020-02-16,Germany,16,1.0,0,15.0,0,0,0
8822,2020-03-09,Oman,16,2.0,0,14.0,0,0,0
16884,2020-04-22,Dominica,16,9.0,0,7.0,0,0,1
13993,2020-04-06,Namibia,16,3.0,0,13.0,0,0,0
8267,2020-03-06,Oman,16,2.0,0,14.0,0,0,0
16144,2020-04-18,Dominica,16,8.0,0,8.0,0,0,0
