,Date,Country,Confirmed,Recovered,Deaths,Active,New Cases,New Recovered,New Deaths
16127,2020-04-18,Canada,34356,0.0,1401,32955.0,1542,45,0
16770,2020-04-21,Netherlands,34317,74.0,3929,30314.0,729,165,-248
13310,2020-04-02,UK,34173,192.0,2926,31055.0,4308,569,13
2996,2020-02-07,China,34110,1859.0,718,31533.0,3523,85,478
14230,2020-04-07,Turkey,34109,1582.0,725,31802.0,3892,76,256
15933,2020-04-17,Brazil,33682,14026.0,2141,17515.0,3257,217,0
16585,2020-04-20,Netherlands,33588,322.0,3764,29502.0,750,67,0
15556,2020-04-15,Belgium,33573,7107.0,4440,22026.0,2454,283,239
12086,2020-03-27,France,33402,5707.0,1997,25698.0,3851,299,752
11271,2020-03-22,US,33276,178.0,417,32681.0,7676,110,2
11535,2020-03-24,Germany,32986,3243.0,157,29586.0,3930,34,2977
16400,2020-04-19,Netherlands,32838,322.0,3697,28819.0,1072,84,5
15942,2020-04-17,Canada,32814,0.0,1356,31458.0,2005,97,0
12105,2020-03-27,Iran,32332,11133.0,2378,18821.0,2926,144,676
16048,2020-04-17,Russia,32008,2590.0,273,29145.0,4070,41,286
16215,2020-04-18,Netherlands,31766,317.0,3613,27836.0,1147,142,2
10259,2020-03-17,Italy,31506,2941.0,2503,26062.0,3526,345,192
15371,2020-04-14,Belgium,31119,6868.0,4157,20094.0,530,254,161
15757,2020-04-16,Canada,30809,0.0,1259,29550.0,2600,251,0
16030,2020-04-17,Netherlands,30619,315.0,3471,26833.0,1236,144,4
15186,2020-04-13,Belgium,30589,6707.0,3903,19979.0,942,303,244
2811,2020-02-06,China,30587,1381.0,633,28573.0,3147,70,340
15748,2020-04-16,Brazil,30425,14026.0,1924,14475.0,2105,188,0
14045,2020-04-06,Turkey,30217,1326.0,649,28242.0,3148,75,284
13125,2020-04-01,UK,29865,179.0,2357,27329.0,4384,564,0
15001,2020-04-12,Belgium,29647,6463.0,3600,19584.0,1629,254,477
11901,2020-03-26,France,29551,4955.0,1698,22898.0,3951,365,1048
17838,2020-04-27,India,29451,7137.0,939,21375.0,1561,58,614
11920,2020-03-26,Iran,29406,10457.0,2234,16715.0,2389,157,832
15845,2020-04-16,Netherlands,29383,311.0,3327,25745.0,1067,182,7
17921,2020-04-27,Switzerland,29164,22200.0,1665,5299.0,103,55,400
17736,2020-04-26,Switzerland,29061,21800.0,1610,5651.0,167,11,500
11350,2020-03-23,Germany,29056,266.0,123,28667.0,4183,29,0
17551,2020-04-25,Switzerland,28894,21300.0,1599,5995.0,217,10,300
11256,2020-03-22,Spain,28768,2575.0,1772,24421.0,3394,397,450
17892,2020-04-27,Peru,28699,8425.0,782,19492.0,1182,54,337
17366,2020-04-24,Switzerland,28677,21000.0,1589,6088.0,181,40,400
17181,2020-04-23,Switzerland,28496,20600.0,1549,6347.0,228,40,700
15563,2020-04-15,Brazil,28320,14026.0,1736,12558.0,3058,204,10980
15660,2020-04-15,Netherlands,28316,304.0,3145,24867.0,736,190,7
16996,2020-04-22,Switzerland,28268,19900.0,1509,6859.0,205,31,500
15572,2020-04-15,Canada,28209,0.0,1008,27201.0,1174,107,0
16811,2020-04-21,Switzerland,28063,19400.0,1478,7185.0,119,49,800
14816,2020-04-11,Belgium,28018,5986.0,3346,18686.0,1351,327,418
10074,2020-03-16,Italy,27980,2749.0,2158,23073.0,3233,349,414
16626,2020-04-20,Switzerland,27944,18600.0,1429,7915.0,204,36,800
15863,2020-04-16,Russia,27938,2304.0,232,25402.0,3448,34,318
17653,2020-04-26,India,27890,6523.0,881,20486.0,1607,56,584
16441,2020-04-19,Switzerland,27740,17800.0,1393,8547.0,336,25,700
15475,2020-04-14,Netherlands,27580,297.0,2955,24328.0,870,122,2
17707,2020-04-26,Peru,27517,8088.0,728,18701.0,2186,28,291
2626,2020-02-05,China,27440,1041.0,563,25836.0,3733,72,246
16256,2020-04-18,Switzerland,27404,17100.0,1368,8936.0,326,41,700
16071,2020-04-17,Switzerland,27078,16400.0,1327,9351.0,346,46,500
13860,2020-04-05,Turkey,27069,1042.0,574,25453.0,3135,73,256
15387,2020-04-14,Canada,27035,0.0,901,26134.0,1355,120,0
11735,2020-03-25,Iran,27017,9625.0,2077,15315.0,2206,143,712
15886,2020-04-16,Switzerland,26732,15900.0,1281,9551.0,396,42,500
15290,2020-04-13,Netherlands,26710,295.0,2833,23582.0,964,86,0
14631,2020-04-10,Belgium,26667,5568.0,3019,18080.0,1684,496,404
15701,2020-04-15,Switzerland,26336,15400.0,1239,9697.0,400,65,1700
17468,2020-04-25,India,26283,5939.0,825,19519.0,1753,45,441
15516,2020-04-14,Switzerland,25936,13700.0,1174,11062.0,248,36,0
15105,2020-04-12,Netherlands,25746,295.0,2747,22704.0,1175,94,4
15331,2020-04-13,Switzerland,25688,13700.0,1138,10850.0,273,32,1000
15202,2020-04-13,Canada,25680,0.0,781,24899.0,1381,67,0
11716,2020-03-25,France,25600,3907.0,1333,20360.0,2978,231,657
11086,2020-03-21,US,25600,176.0,307,25117.0,6327,63,29
12940,2020-03-31,UK,25481,179.0,1793,23509.0,3028,382,8
15146,2020-04-12,Switzerland,25415,12700.0,1106,11609.0,308,70,600
11071,2020-03-21,Spain,25374,2125.0,1375,21874.0,4964,332,537
17522,2020-04-25,Peru,25331,7797.0,700,16834.0,3683,66,301
15378,2020-04-14,Brazil,25262,3046.0,1532,20684.0,1832,204,2873
14961,2020-04-11,Switzerland,25107,12100.0,1036,11971.0,556,34,1000
14446,2020-04-09,Belgium,24983,5164.0,2523,17296.0,1580,283,483
11165,2020-03-22,Germany,24873,266.0,94,24513.0,2660,10,33
11550,2020-03-24,Iran,24811,8913.0,1934,13964.0,1762,122,982
9889,2020-03-15,Italy,24747,2335.0,1809,20603.0,3590,368,369
14920,2020-04-11,Netherlands,24571,291.0,2653,21627.0,1322,133,4
14776,2020-04-10,Switzerland,24551,11100.0,1002,12449.0,500,54,500
17283,2020-04-24,India,24530,5498.0,780,18252.0,1453,59,486
15678,2020-04-15,Russia,24490,1986.0,198,22306.0,3388,28,292
15017,2020-04-12,Canada,24299,0.0,714,23585.0,983,60,0
14591,2020-04-09,Switzerland,24051,10600.0,948,12503.0,771,53,800
17895,2020-04-27,Portugal,24027,1357.0,928,21742.0,163,25,28
13675,2020-04-04,Turkey,23934,786.0,501,22647.0,3013,76,302
17710,2020-04-26,Portugal,23864,1329.0,903,21632.0,472,23,52
2441,2020-02-04,China,23707,795.0,491,22421.0,3991,66,214
15193,2020-04-13,Brazil,23430,173.0,1328,21929.0,1238,105,0
14261,2020-04-08,Belgium,23403,4681.0,2240,16482.0,1209,205,524
17525,2020-04-25,Portugal,23392,1277.0,880,21235.0,595,26,49
14832,2020-04-11,Canada,23316,0.0,654,22662.0,1257,97,0
14406,2020-04-08,Switzerland,23280,9800.0,895,12585.0,1027,74,1096
14735,2020-04-10,Netherlands,23249,287.0,2520,20442.0,1346,117,9
17811,2020-04-27,Ecuador,23240,1557.0,663,21020.0,521,87,191
17098,2020-04-23,India,23077,5012.0,721,17344.0,1707,40,642
11365,2020-03-23,Iran,23049,7931.0,1812,13306.0,1411,127,0
17340,2020-04-24,Portugal,22797,1228.0,854,20715.0,444,34,27
17441,2020-04-25,Ecuador,22719,1366.0,576,20777.0,0,0,0
17626,2020-04-26,Ecuador,22719,1366.0,576,20777.0,0,0,0
17256,2020-04-24,Ecuador,22719,1366.0,576,20777.0,11536,16,38
11531,2020-03-24,France,22622,3250.0,1102,18270.0,2499,240,1044
12755,2020-03-30,UK,22453,171.0,1411,20871.0,2673,180,20
17155,2020-04-23,Portugal,22353,1201.0,820,20332.0,371,35,58
14221,2020-04-07,Switzerland,22253,8704.0,821,12728.0,596,56,648
10980,2020-03-21,Germany,22213,233.0,84,21896.0,2365,17,53
14076,2020-04-07,Belgium,22194,4157.0,2035,16002.0,1380,403,171
15008,2020-04-12,Brazil,22192,173.0,1223,20796.0,1465,99,0
14647,2020-04-10,Canada,22059,0.0,557,21502.0,1405,54,0
16970,2020-04-22,Portugal,21982,1143.0,785,20054.0,603,23,226
14550,2020-04-09,Netherlands,21903,278.0,2403,19222.0,1221,148,6
14036,2020-04-06,Switzerland,21657,8056.0,765,12836.0,557,50,1641
17337,2020-04-24,Peru,21648,7496.0,634,13518.0,734,62,74
11180,2020-03-22,Iran,21638,7931.0,1685,12022.0,1028,129,296
16785,2020-04-21,Portugal,21379,917.0,762,19700.0,516,27,307
16913,2020-04-22,India,21370,4370.0,681,16319.0,1290,36,395
9704,2020-03-14,Italy,21157,1966.0,1441,17750.0,3497,175,527
15493,2020-04-14,Russia,21102,1694.0,170,19238.0,2774,22,224
13851,2020-04-05,Switzerland,21100,6415.0,715,13970.0,595,49,0
13490,2020-04-03,Turkey,20921,484.0,425,20012.0,2786,69,69
17152,2020-04-23,Peru,20914,7422.0,572,12920.0,1664,42,395
16600,2020-04-20,Portugal,20863,610.0,735,19518.0,657,21,0
13891,2020-04-06,Belgium,20814,3986.0,1632,15196.0,1123,185,235
14823,2020-04-11,Brazil,20727,173.0,1124,19430.0,1089,67,0
14365,2020-04-08,Netherlands,20682,272.0,2255,18155.0,973,147,0
14462,2020-04-09,Canada,20654,0.0,503,20151.0,1513,96,0
10995,2020-03-21,Iran,20610,7635.0,1556,11419.0,966,123,890
13666,2020-04-04,Switzerland,20505,6415.0,666,13424.0,899,75,1569
10886,2020-03-20,Spain,20410,1588.0,1043,17779.0,2447,213,481
16415,2020-04-19,Portugal,20206,610.0,714,18882.0,521,27,0
11346,2020-03-23,France,20123,2206.0,862,17055.0,3880,186,0
16728,2020-04-21,India,20080,3975.0,645,15460.0,1541,53,702
10795,2020-03-20,Germany,19848,180.0,67,19601.0,4528,23,67
12570,2020-03-29,UK,19780,151.0,1231,18398.0,2468,210,0
2256,2020-02-03,China,19716,581.0,425,18710.0,3086,64,143
14180,2020-04-07,Netherlands,19709,272.0,2108,17329.0,783,234,14
13706,2020-04-05,Belgium,19691,3751.0,1447,14493.0,1260,164,504
16230,2020-04-18,Portugal,19685,610.0,687,18388.0,663,30,91
17842,2020-04-27,Ireland,19648,9233.0,1102,9313.0,386,15,0
10810,2020-03-20,Iran,19644,6745.0,1433,11466.0,1237,149,1035
14638,2020-04-10,Brazil,19638,173.0,1057,18408.0,1546,107,0
13481,2020-04-03,Switzerland,19606,4846.0,591,14169.0,779,55,833
10901,2020-03-20,US,19273,147.0,244,18882.0,5526,44,26
17657,2020-04-26,Ireland,19262,9233.0,1087,8942.0,701,24,0
16967,2020-04-22,Peru,19250,7027.0,530,11693.0,1413,46,45
14277,2020-04-08,Canada,19141,0.0,407,18734.0,1269,32,0
16045,2020-04-17,Portugal,19022,519.0,657,17846.0,181,28,26
13995,2020-04-06,Netherlands,18926,258.0,1874,16794.0,973,103,1
17920,2020-04-27,Sweden,18926,1005.0,2274,15647.0,286,80,0
15860,2020-04-16,Portugal,18841,493.0,629,17719.0,750,30,110
13296,2020-04-02,Switzerland,18827,4013.0,536,14278.0,1059,48,1046
17905,2020-04-27,Saudi Arabia,18811,2531.0,144,16136.0,1289,5,174
17735,2020-04-26,Sweden,18640,1005.0,2194,15441.0,463,2,0
17472,2020-04-25,Ireland,18561,9233.0,1063,8265.0,377,49,0
16543,2020-04-20,India,18539,3273.0,592,14674.0,924,33,419
13521,2020-04-04,Belgium,18431,3247.0,1283,13901.0,1661,140,375
10625,2020-03-19,Iran,18407,5710.0,1284,11413.0,1046,149,321
15308,2020-04-13,Russia,18328,1470.0,148,16710.0,2558,18,179
17287,2020-04-24,Ireland,18184,9233.0,1014,7937.0,577,220,0
17550,2020-04-25,Sweden,18177,1005.0,2192,14980.0,610,40,0
13305,2020-04-02,Turkey,18135,415.0,356,17364.0,2456,79,82
14453,2020-04-09,Brazil,18092,173.0,950,16969.0,1922,131,46
15675,2020-04-15,Portugal,18091,383.0,599,17109.0,643,32,36
10701,2020-03-19,Spain,17963,1107.0,830,16026.0,4053,207,26
13810,2020-04-05,Netherlands,17953,257.0,1771,15925.0,1226,115,-5
14092,2020-04-07,Canada,17872,0.0,375,17497.0,1309,36,0
16782,2020-04-21,Peru,17837,6982.0,484,10371.0,1512,39,14
13111,2020-04-01,Switzerland,17768,2967.0,488,14313.0,1163,55,1144
9519,2020-03-13,Italy,17660,1439.0,1266,14955.0,5198,439,394
16358,2020-04-19,India,17615,2854.0,559,14202.0,1893,38,391
17102,2020-04-23,Ireland,17607,9233.0,794,7580.0,936,25,0
17365,2020-04-24,Sweden,17567,1005.0,2152,14410.0,812,131,455
17720,2020-04-26,Saudi Arabia,17522,2357.0,139,15026.0,1223,3,142
15490,2020-04-14,Portugal,17448,347.0,567,16534.0,514,32,70
10440,2020-03-18,Iran,17361,5389.0,1135,10837.0,1192,147,0
12385,2020-03-28,UK,17312,151.0,1021,16140.0,2567,260,0
15305,2020-04-13,Portugal,16934,277.0,535,16122.0,349,31,0
13336,2020-04-03,Belgium,16770,2872.0,1143,12755.0,1422,132,377
17180,2020-04-23,Sweden,16755,550.0,2021,14184.0,751,84,0
13625,2020-04-04,Netherlands,16727,262.0,1656,14809.0,906,166,2
16917,2020-04-22,Ireland,16671,9233.0,769,6669.0,631,39,0
2071,2020-02-02,China,16630,438.0,361,15831.0,4739,102,180
12926,2020-03-31,Switzerland,16605,1823.0,433,14349.0,683,74,0
15120,2020-04-12,Portugal,16585,277.0,504,15804.0,598,34,11
13907,2020-04-06,Canada,16563,0.0,339,16224.0,807,80,0
16597,2020-04-20,Peru,16325,6968.0,445,8912.0,697,45,157
17535,2020-04-25,Saudi Arabia,16299,2215.0,136,13948.0,1197,9,166
11161,2020-03-22,France,16243,2206.0,676,13361.0,1780,113,2194
14268,2020-04-08,Brazil,16170,127.0,819,15224.0,2136,133,0
10255,2020-03-17,Iran,16169,5389.0,988,9792.0,1178,135,799
16732,2020-04-21,Ireland,16040,9233.0,730,6077.0,388,43,9156
16995,2020-04-22,Sweden,16004,550.0,1937,13517.0,682,172,0
14935,2020-04-11,Portugal,15987,266.0,470,15251.0,515,35,33
12741,2020-03-30,Switzerland,15922,1823.0,359,13740.0,1093,59,228
13440,2020-04-03,Netherlands,15821,260.0,1490,14071.0,1033,149,0
15123,2020-04-12,Russia,15770,1291.0,130,14349.0,2186,24,246
13722,2020-04-05,Canada,15756,0.0,259,15497.0,2778,41,0
16173,2020-04-18,India,15722,2463.0,521,12738.0,1370,35,422
13120,2020-04-01,Turkey,15679,333.0,277,15069.0,2148,63,90
16547,2020-04-20,Ireland,15652,77.0,687,14888.0,401,77,0
16412,2020-04-19,Peru,15628,6811.0,400,8417.0,1208,52,127
17843,2020-04-27,Israel,15555,7200.0,204,8151.0,112,3,469
17871,2020-04-27,Mexico,15529,9086.0,1434,5009.0,852,83,732
14750,2020-04-10,Portugal,15472,233.0,435,14804.0,1516,26,28
17658,2020-04-26,Israel,15443,6731.0,201,8511.0,145,2,296
13151,2020-04-02,Belgium,15348,2495.0,1011,11842.0,1384,183,363
16810,2020-04-21,Sweden,15322,550.0,1765,13007.0,545,185,0
10610,2020-03-19,Germany,15320,113.0,44,15163.0,2993,16,8
17473,2020-04-25,Israel,15298,6435.0,199,8664.0,240,5,432
17769,2020-04-27,Austria,15274,12362.0,549,2363.0,49,7,80
16362,2020-04-19,Ireland,15251,77.0,610,14564.0,493,39,0
17584,2020-04-26,Austria,15225,12282.0,542,2401.0,77,6,179
17399,2020-04-25,Austria,15148,12103.0,536,2509.0,77,6,231
17350,2020-04-24,Saudi Arabia,15102,2049.0,127,12926.0,1172,6,124
17214,2020-04-24,Austria,15071,11872.0,530,2669.0,69,8,178
17288,2020-04-24,Israel,15058,6003.0,194,8861.0,255,2,392
17029,2020-04-23,Austria,15002,11694.0,522,2786.0,77,12,366
10070,2020-03-16,Iran,14991,4590.0,853,9548.0,1053,129,0
16844,2020-04-22,Austria,14925,11328.0,510,3087.0,52,19,357
16659,2020-04-21,Austria,14873,10971.0,491,3411.0,78,21,340
12556,2020-03-29,Switzerland,14829,1595.0,300,12934.0,753,36,65
17103,2020-04-23,Israel,14803,5611.0,192,9000.0,305,3,396
16474,2020-04-20,Austria,14795,10631.0,470,3694.0,46,18,130
13255,2020-04-02,Netherlands,14788,260.0,1341,13187.0,1092,166,0
16625,2020-04-20,Sweden,14777,550.0,1580,12647.0,392,40,0
16177,2020-04-18,Ireland,14758,77.0,571,14110.0,778,41,0
16289,2020-04-19,Austria,14749,10501.0,452,3796.0,78,9,287
12200,2020-03-27,UK,14745,151.0,761,13833.0,2933,181,1
17686,2020-04-26,Mexico,14677,8354.0,1351,4972.0,835,46,1205
16104,2020-04-18,Austria,14671,10214.0,443,4014.0,76,12,510
15919,2020-04-17,Austria,14595,9704.0,431,4460.0,119,21,718
16918,2020-04-22,Israel,14498,5215.0,189,9094.0,556,5,708
15734,2020-04-16,Austria,14476,8986.0,410,5080.0,140,17,888
10976,2020-03-21,France,14463,12.0,563,13888.0,1705,112,0
17910,2020-04-27,Singapore,14423,1095.0,14,13314.0,799,2,35
16227,2020-04-18,Peru,14420,6684.0,348,7388.0,931,48,143
16440,2020-04-19,Sweden,14385,550.0,1540,12295.0,563,29,0
15988,2020-04-17,India,14352,2041.0,486,11825.0,922,38,273
15549,2020-04-15,Austria,14336,8098.0,393,5845.0,110,9,465
15364,2020-04-14,Austria,14226,7633.0,384,6209.0,185,16,290
17846,2020-04-27,Japan,14153,1899.0,385,11869.0,712,13,90
12371,2020-03-28,Switzerland,14076,1530.0,264,12282.0,1148,33,0
15179,2020-04-13,Austria,14041,7343.0,368,6330.0,96,18,356
14083,2020-04-07,Brazil,14034,127.0,686,13221.0,1873,122,0
15992,2020-04-17,Ireland,13980,77.0,530,13373.0,709,44,0
12966,2020-04-01,Belgium,13964,2132.0,828,11004.0,1189,123,436
14565,2020-04-09,Portugal,13956,205.0,409,13342.0,815,29,9
14994,2020-04-12,Austria,13945,6987.0,350,6608.0,139,13,383
16733,2020-04-21,Israel,13942,4507.0,184,9251.0,229,7,458
9885,2020-03-15,Iran,13938,4590.0,724,8624.0,1209,113,1631
17165,2020-04-23,Saudi Arabia,13930,1925.0,121,11884.0,1158,7,113
17888,2020-04-27,Pakistan,13915,3029.0,292,10594.0,587,11,93
10516,2020-03-18,Spain,13910,1081.0,623,12206.0,2162,90,53
17501,2020-04-25,Mexico,13842,7149.0,1305,5388.0,970,84,4522
16255,2020-04-18,Sweden,13822,550.0,1511,11761.0,606,111,0
17795,2020-04-27,Chile,13813,7327.0,198,6288.0,482,9,303
14809,2020-04-11,Austria,13806,6604.0,337,6865.0,251,18,540
10716,2020-03-19,US,13747,121.0,200,13426.0,5964,82,16
16548,2020-04-20,Israel,13713,4049.0,177,9487.0,222,5,295
13070,2020-04-01,Netherlands,13696,260.0,1175,12261.0,1029,135,7
17725,2020-04-26,Singapore,13624,1060.0,12,12552.0,931,0,58
14938,2020-04-11,Russia,13584,1045.0,106,12433.0,1667,12,250
14624,2020-04-10,Austria,13555,6064.0,319,7172.0,311,24,824
12935,2020-03-31,Turkey,13531,243.0,214,13074.0,2704,46,81
16363,2020-04-19,Israel,13491,3754.0,172,9565.0,226,8,298
16042,2020-04-17,Peru,13489,6541.0,300,6648.0,998,26,421
17661,2020-04-26,Japan,13441,1809.0,372,11260.0,210,12,153
15803,2020-04-16,India,13430,1768.0,448,11214.0,1108,43,336
17610,2020-04-26,Chile,13331,7024.0,189,6118.0,473,8,278
17703,2020-04-26,Pakistan,13328,2936.0,281,10111.0,605,12,70
15807,2020-04-16,Ireland,13271,77.0,486,12708.0,724,42,0
16178,2020-04-18,Israel,13265,3456.0,164,9645.0,283,13,330
14439,2020-04-09,Austria,13244,5240.0,295,7709.0,302,22,728
17476,2020-04-25,Japan,13231,1656.0,360,11215.0,402,15,126
16070,2020-04-17,Sweden,13216,550.0,1400,11266.0,676,67,0
14380,2020-04-08,Portugal,13141,196.0,380,12565.0,699,35,12
15993,2020-04-17,Israel,12982,3126.0,151,9705.0,224,9,308
13537,2020-04-04,Canada,12978,0.0,218,12760.0,541,39,0
14254,2020-04-08,Austria,12942,4512.0,273,8157.0,303,30,466
12186,2020-03-27,Switzerland,12928,1530.0,231,11167.0,1117,40,1399
17316,2020-04-24,Mexico,12872,2627.0,1221,9024.0,1239,152,0
17425,2020-04-25,Chile,12858,6746.0,181,5931.0,552,7,419
17291,2020-04-24,Japan,12829,1530.0,345,10954.0,461,17,36
12781,2020-03-31,Belgium,12775,1696.0,705,10374.0,876,192,169
16980,2020-04-22,Saudi Arabia,12772,1812.0,114,10846.0,1141,5,172
10791,2020-03-20,France,12758,12.0,451,12295.0,1788,207,0
15808,2020-04-16,Israel,12758,2818.0,142,9798.0,257,12,255
9700,2020-03-14,Iran,12729,2959.0,611,9159.0,1365,97,0
17518,2020-04-25,Pakistan,12723,2866.0,269,9588.0,783,16,111
17540,2020-04-25,Singapore,12693,1002.0,12,11679.0,618,0,46
12885,2020-03-31,Netherlands,12667,253.0,1040,11374.0,850,175,0
14069,2020-04-07,Austria,12639,4046.0,243,8350.0,342,23,583
15622,2020-04-15,Ireland,12547,77.0,444,12026.0,1068,38,52
15885,2020-04-16,Sweden,12540,550.0,1333,10657.0,613,130,169
15623,2020-04-15,Israel,12501,2563.0,130,9808.0,455,7,368
15857,2020-04-16,Peru,12491,6120.0,274,6097.0,1016,20,3012
9149,2020-03-11,Italy,12462,1045.0,827,10590.0,2313,196,321
9334,2020-03-12,Italy,12462,1045.0,827,10590.0,0,0,0
14195,2020-04-07,Portugal,12442,184.0,345,11913.0,712,34,44
13352,2020-04-03,Canada,12437,0.0,179,12258.0,1153,40,0
17106,2020-04-23,Japan,12368,1494.0,328,10546.0,856,47,138
10425,2020-03-18,Germany,12327,105.0,28,12194.0,3070,4,38
15618,2020-04-15,India,12322,1432.0,405,10485.0,835,12,73
17240,2020-04-24,Chile,12306,6327.0,174,5805.0,494,6,523
13884,2020-04-06,Austria,12297,3463.0,220,8614.0,246,16,465
13898,2020-04-06,Brazil,12161,127.0,564,11470.0,1031,78,0
17355,2020-04-24,Singapore,12075,956.0,12,11107.0,897,0,32
13699,2020-04-05,Austria,12051,2998.0,204,8849.0,270,18,491
15438,2020-04-14,Israel,12046,2195.0,123,9728.0,460,7,340
17333,2020-04-24,Pakistan,11940,2755.0,253,8932.0,785,16,228
15700,2020-04-15,Sweden,11927,381.0,1203,10343.0,482,170,0
14753,2020-04-10,Russia,11917,795.0,94,11028.0,1786,18,97
17894,2020-04-27,Poland,11902,2466.0,562,8874.0,285,27,201
12596,2020-03-30,Belgium,11899,1527.0,513,9859.0,1063,82,168
1886,2020-02-01,China,11891,258.0,259,11374.0,2089,46,57
12700,2020-03-30,Netherlands,11817,253.0,865,10699.0,887,93,0
17055,2020-04-23,Chile,11812,5804.0,168,5840.0,516,8,418
12015,2020-03-26,UK,11812,150.0,580,11082.0,2172,114,10
12001,2020-03-26,Switzerland,11811,131.0,191,11489.0,914,38,0
13514,2020-04-04,Austria,11781,2507.0,186,9088.0,257,18,485
10331,2020-03-17,Spain,11748,1028.0,533,10187.0,1806,191,498
14010,2020-04-06,Portugal,11730,140.0,311,11279.0,452,16,65
17131,2020-04-23,Mexico,11633,2627.0,1069,7937.0,1089,99,0
16795,2020-04-21,Saudi Arabia,11631,1640.0,109,9882.0,1147,6,150
17709,2020-04-26,Poland,11617,2265.0,535,8817.0,344,11,139
15253,2020-04-13,Israel,11586,1855.0,116,9615.0,441,13,228
13329,2020-04-03,Austria,11524,2022.0,168,9334.0,395,10,273
16921,2020-04-22,Japan,11512,1356.0,281,9875.0,377,18,117
15433,2020-04-14,India,11487,1359.0,393,9735.0,1034,35,178
15437,2020-04-14,Ireland,11479,25.0,406,11048.0,832,41,0
15672,2020-04-15,Peru,11475,3108.0,254,8113.0,1172,24,239
15515,2020-04-14,Sweden,11445,381.0,1033,10031.0,497,114,0
9515,2020-03-13,Iran,11364,2959.0,514,7891.0,1289,85,0
17897,2020-04-27,Romania,11339,3141.0,641,7557.0,303,22,87
16870,2020-04-22,Chile,11296,5386.0,160,5750.0,464,13,417
17775,2020-04-27,Belarus,11289,1740.0,75,9474.0,826,3,45
13167,2020-04-02,Canada,11284,0.0,139,11145.0,1724,30,0
13825,2020-04-05,Portugal,11278,75.0,295,10908.0,754,29,0
17524,2020-04-25,Poland,11273,2126.0,524,8623.0,381,30,182
17896,2020-04-27,Qatar,11244,1066.0,10,10168.0,957,0,54
17071,2020-04-23,Ecuador,11183,1328.0,560,9295.0,333,23,66
17170,2020-04-23,Singapore,11178,924.0,12,10242.0,1037,0,28
17148,2020-04-23,Pakistan,11155,2527.0,237,8391.0,1079,25,371
15068,2020-04-12,Israel,11145,1627.0,103,9415.0,402,2,286
16736,2020-04-21,Japan,11135,1239.0,263,9633.0,338,27,80
13713,2020-04-05,Brazil,11130,127.0,486,10517.0,770,41,0
13144,2020-04-02,Austria,11129,1749.0,158,9222.0,418,12,313
